Masked Account ID,Maked Primary Campaign,Stage,Account Type,Billing Zip/Postal Code,Fiscal Period,Close Date,Amount,ZCTA,Year,Pop,Households,HH Income,Education Years,Minority %,Poor %,Poor Family %,Car or Van %,Public Transport %,Health Ins %,No Health Ins %,Unemployed %,Employed %,Armed Forces %,Not in Labor Force %,Under 10 %,Under 35 %,Over 65 %,Over 85 %,High school %,College %,0-50k %,50-100k %,100-150k %,150-200k %,200k+ %,Minority,Under 10,Under 35,Over 65,Over 85,Male 10-14,Male 15-17,Male 18-19,Male 20,Male 21,Male 22-24,Male 25-29,Male 30-34,Female 10-14,Female 15-17,Female 18-19,Female 20,Female 21,Female 22-24,Female 25-29,Female 30-34,Ed Pop,Less than High School,High school,GED,Some college to Associates Degree,Bachelor's Degree or Higher,$0-25k,$25-50k,$50-75k,$75-100k,$100-125k,$125-150k,$150-200k,$200k+,Poverty Pop,Poor,Poor Family,Transport Pop,Car or Van,Carpool,Public Transport,Worked from Home,Health Ins Pop,Health Ins,No Health Ins,Labor Population,Armed Forces,Employed,Unemployed,Not in Labor Force,Num Donations,Repeat Donor
150,,Closed Won,Corporate,90071,Q2-2015,2015-05-15,2500.0,90074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
151,,Closed Won,Corporate,90210,Q3-2018,2018-09-04,2500.0,90213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
152,Campaign One 2016,Closed Won,Corporate,91352,Q4-2016,2016-10-18,2500.0,91353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
153,Campaign Two 2019,Closed Won,Corporate,,Q3-2019,2019-09-13,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
154,Campaign One 2015,Closed Won,Household,90025,Q3-2015,2015-09-28,2500.0,90025.0,2019.0,46883.0,22015.0,99.48353395,15.30904523,0.363799245,0.116102657,0.021939587,0.671482916,0.065333473,0.935478339,0.064521661,0.032601941,0.700750514,0.001744825,0.26490272,0.07642429,0.520657808,0.125439925,0.022844101,0.149043088,1.538757618,0.295843743,0.262457415,0.200408812,0.102112196,0.139177833,17056.0,3583.0,24410.0,5881.0,1071.0,686.0,381.0,330.0,146.0,258.0,1429.0,4382.0,3615.0,531.0,324.0,104.0,265.0,115.0,1319.0,3738.0,3204.0,37412.0,2510.0,2759.0,307.0,31836.0,25732.0,3257.0,3256.0,2971.0,2807.0,2599.0,1813.0,2248.0,3064.0,22015.0,2556.0,483.0,28653.0,19240.0,1788.0,1872.0,2273.0,46651.0,43641.0,3010.0,41838.0,73.0,29318.0,1364.0,11083.0,24,True
155,Campaign One 2014,Closed Won,Household,91311,Q4-2014,2014-10-13,2500.0,91313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
156,Campaign Two 2018,Closed Won,Household,90014,Q3-2018,2018-08-30,2500.0,90014.0,2021.0,8547.0,5803.0,65.25202481,13.92683557,0.630981631,0.40272273,0.0251594,0.414726103,0.147261033,0.895168856,0.104831144,0.059723234,0.558023792,0,0.382252974,0.018837019,0.376506377,0.163332163,0.041418041,0.306101344,1.117761117,0.595209374,0.141306221,0.101671549,0.081854213,0.079958642,5393.0,161.0,3218.0,1396.0,354.0,102.0,14.0,68.0,55.0,4.0,199.0,463.0,822.0,32.0,0.0,39.0,38.0,0.0,99.0,545.0,577.0,7736.0,1169.0,1017.0,182.0,5368.0,3279.0,2760.0,694.0,530.0,290.0,303.0,287.0,475.0,464.0,5803.0,2337.0,146.0,4509.0,1870.0,255.0,664.0,888.0,8528.0,7634.0,894.0,8238.0,0.0,4597.0,492.0,3149.0,3,True
157,Campaign Two 2019,Closed Won,Household,44102,Q3-2018,2018-08-14,2500.0,44102.0,2021.0,42640.0,19366.0,49.68243313,12.51845209,0.42739212,0.322162553,0.118145203,0.647865602,0.073643624,0.88671838,0.11328162,0.064732404,0.547165944,0,0.388101651,0.11217167,0.509521576,0.11184334,0.013391182,0.523280679,0.689177071,0.655943406,0.229629247,0.058401322,0.02772901,0.028297015,18224.0,4783.0,21726.0,4769.0,571.0,1646.0,799.0,424.0,180.0,436.0,1026.0,2102.0,2040.0,1499.0,809.0,460.0,200.0,552.0,832.0,1959.0,1979.0,28994.0,6228.0,6955.0,1989.0,13822.0,6160.0,7393.0,5310.0,2813.0,1634.0,861.0,270.0,537.0,548.0,19366.0,6239.0,2288.0,18155.0,11762.0,2191.0,1337.0,1574.0,42284.0,37494.0,4790.0,34156.0,0.0,18689.0,2211.0,13256.0,15,True
158,Campaign Two 2017,Closed Won,Household,90245,Q3-2017,2017-08-03,2500.0,90245.0,2020.0,16575.0,6645.0,119.4044394,14.99975104,0.298582202,0.031000752,0.022422874,0.76309117,0.00848859,0.976818593,0.023181407,0.049222214,0.698955437,0.000450891,0.251371459,0.118612368,0.453273002,0.125067873,0.011704374,0.14746888,1.410954357,0.19503386,0.240782543,0.203461249,0.14868322,0.212039127,4949.0,1966.0,7513.0,2073.0,194.0,523.0,246.0,198.0,113.0,36.0,233.0,816.0,730.0,602.0,246.0,115.0,81.0,71.0,95.0,746.0,696.0,12050.0,351.0,1225.0,201.0,10273.0,6729.0,472.0,824.0,955.0,645.0,716.0,636.0,988.0,1409.0,6645.0,206.0,149.0,9071.0,6922.0,416.0,77.0,1178.0,16565.0,16181.0,384.0,13307.0,6.0,9301.0,655.0,3345.0,9,True
159,Campaign One 2014,Closed Won,Household,90405,Q3-2014,2014-09-30,300.0,90409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,True
160,Campaign One 2014,Closed Won,Corporate,90068,Q4-2014,2014-10-16,2500.0,90068.0,2019.0,21092.0,11316.0,107.0592524,15.43799695,0.196757064,0.116648993,0.006274302,0.71602948,0.04483341,0.940741092,0.059258908,0.070903611,0.707872892,0,0.221223497,0.064763892,0.35890385,0.135454201,0.013512232,0.115603677,1.541589128,0.300901379,0.225079533,0.1495228,0.084217038,0.240279251,4150.0,1366.0,7570.0,2857.0,285.0,199.0,126.0,69.0,5.0,16.0,430.0,1168.0,1015.0,510.0,92.0,29.0,27.0,77.0,413.0,1039.0,989.0,17733.0,631.0,1312.0,107.0,15683.0,11654.0,1679.0,1726.0,1412.0,1135.0,921.0,771.0,953.0,2719.0,11316.0,1320.0,71.0,13026.0,9327.0,457.0,584.0,2150.0,21077.0,19828.0,1249.0,18913.0,0.0,13388.0,1341.0,4184.0,3,True
161,,Closed Won,Corporate,91505,Q4-2016,2016-10-04,2500.0,91526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
162,Campaign One 2015,Closed Won,Corporate,90067,Q4-2015,2015-10-16,2500.0,90067.0,2021.0,2483.0,1531.0,113.211953,15.62488263,0.285541683,0.070542129,0.007184847,0.609514371,0.016848365,0.977446637,0.022553363,0.033215235,0.453055802,0,0.513728964,0.059202578,0.233588401,0.485702779,0.128070882,0.130516432,1.519248826,0.292619203,0.131286741,0.21097322,0.120836055,0.244284781,709.0,147.0,580.0,1206.0,318.0,35.0,19.0,0.0,0.0,6.0,11.0,33.0,75.0,43.0,0.0,0.0,7.0,7.0,78.0,56.0,63.0,2130.0,18.0,217.0,43.0,1852.0,1384.0,283.0,165.0,93.0,108.0,273.0,50.0,185.0,374.0,1531.0,108.0,11.0,1009.0,615.0,0.0,17.0,261.0,2483.0,2427.0,56.0,2258.0,0.0,1023.0,75.0,1160.0,18,True
163,Campaign One 2014,Closed Won,Corporate,91355,Q3-2014,2014-09-03,2500.0,91385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
164,,Closed Won,Corporate,90067,Q3-2017,2017-08-21,2500.0,90067.0,2020.0,2560.0,1501.0,111.6222518,15.72454826,0.28828125,0.064623584,0,0.590631365,0.012219959,0.983203125,0.016796875,0.030354853,0.424112869,0,0.545532279,0.058984375,0.20546875,0.516015625,0.140625,0.109739974,1.564565888,0.327781479,0.08461026,0.227181879,0.123917388,0.236508994,738.0,151.0,526.0,1321.0,360.0,45.0,4.0,0.0,0.0,0.0,8.0,41.0,68.0,25.0,0.0,0.0,0.0,0.0,58.0,68.0,58.0,2269.0,34.0,169.0,46.0,2020.0,1530.0,291.0,201.0,88.0,39.0,260.0,81.0,186.0,355.0,1501.0,97.0,0.0,982.0,580.0,0.0,12.0,299.0,2560.0,2517.0,43.0,2339.0,0.0,992.0,71.0,1276.0,3,True
165,Campaign One 2014,Closed Won,Corporate,M4R 1,Q3-2014,2014-07-23,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
166,Campaign One 2014,Closed Won,Corporate,,Q3-2014,2014-09-18,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
167,Campaign Two 2017,Closed Won,Corporate,10036,Q3-2017,2017-09-05,2500.0,10109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True
168,Campaign Two 2019,Closed Won,Corporate,90045,Q3-2017,2017-08-14,2500.0,90189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,True
169,Campaign Two 2019,Closed Won,Household,60657,Q3-2019,2019-07-22,2500.0,60657.0,2021.0,72113.0,38263.0,111.9043201,16.19438369,0.178248027,0.08402373,0.008990408,0.257574243,0.40909909,0.958544616,0.041455384,0.035435615,0.800548558,0.000189158,0.163826668,0.092091578,0.604495722,0.082481661,0.010816358,0.053012048,1.800593142,0.219925254,0.287719207,0.17400622,0.095810574,0.222538745,12854.0,6641.0,43592.0,5948.0,780.0,869.0,425.0,310.0,165.0,341.0,3267.0,7747.0,5505.0,977.0,459.0,212.0,226.0,430.0,3841.0,7321.0,4856.0,53950.0,760.0,1743.0,357.0,51090.0,46052.0,3728.0,4687.0,5822.0,5187.0,3498.0,3160.0,3666.0,8515.0,38263.0,3215.0,344.0,50005.0,12880.0,1576.0,20457.0,10835.0,71981.0,68997.0,2984.0,63439.0,12.0,50786.0,2248.0,10393.0,12,True
170,Campaign One 2016,Closed Won,Household,92625,Q3-2016,2016-08-22,2500.0,92625.0,2020.0,13149.0,5895.0,138.3456319,15.49901594,0.176439273,0.066836302,0.02408821,0.774721323,0,0.984865769,0.015134231,0.008442266,0.518336964,0,0.47322077,0.076355616,0.276979238,0.29431896,0.049357366,0.096142492,1.598897855,0.1971162,0.130619169,0.118575064,0.113486005,0.440203562,2320.0,1004.0,3642.0,3870.0,649.0,391.0,367.0,58.0,47.0,124.0,65.0,233.0,134.0,511.0,147.0,94.0,10.0,0.0,169.0,140.0,148.0,10162.0,327.0,619.0,31.0,9185.0,7063.0,697.0,465.0,413.0,357.0,458.0,241.0,669.0,2595.0,5895.0,394.0,142.0,5562.0,4309.0,335.0,0.0,817.0,13149.0,12950.0,199.0,11016.0,0.0,5710.0,93.0,5213.0,3,True
171,Campaign One 2014,Closed Won,Household,90025,Q4-2014,2014-10-29,600.0,90025.0,2021.0,44608.0,21470.0,108.3860037,15.50766867,0.379169656,0.110246856,0.021844434,0.585711695,0.05900272,0.95794382,0.04205618,0.047940564,0.708566552,0.001179689,0.242313195,0.077990495,0.523426291,0.130111191,0.020870696,0.130609225,1.579375694,0.253702841,0.243316255,0.202375408,0.110293433,0.190312063,16914.0,3479.0,23349.0,5804.0,931.0,497.0,319.0,554.0,166.0,146.0,1525.0,4011.0,3236.0,591.0,202.0,96.0,131.0,129.0,1630.0,3358.0,3279.0,35143.0,1631.0,2697.0,262.0,30553.0,24951.0,3166.0,2281.0,3121.0,2103.0,2259.0,2086.0,2368.0,4086.0,21470.0,2367.0,469.0,27575.0,16151.0,1640.0,1627.0,5387.0,44393.0,42526.0,1867.0,39841.0,47.0,28230.0,1910.0,9654.0,30,True
172,Campaign One 2015,Closed Won,Household,90803,Q3-2015,2015-09-20,2100.0,90853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
173,Campaign One 2016,Closed Won,Household,90049,Q4-2016,2016-10-03,250.0,90049.0,2019.0,36418.0,16720.0,127.0675837,16.22100776,0.148690208,0.080502392,0.016566986,0.708219812,0.027707809,0.981006047,0.018993953,0.030760207,0.646485711,0.001238229,0.321515853,0.09874238,0.412268658,0.202427371,0.035586798,0.071264619,1.715305862,0.193720096,0.206220096,0.156937799,0.107894737,0.335227273,5415.0,3596.0,15014.0,7372.0,1296.0,950.0,663.0,92.0,94.0,72.0,446.0,1423.0,1268.0,903.0,497.0,551.0,120.0,284.0,703.0,1772.0,1580.0,27447.0,603.0,1239.0,114.0,25491.0,21589.0,1918.0,1321.0,1626.0,1822.0,1450.0,1174.0,1804.0,5605.0,16720.0,1346.0,277.0,19453.0,13777.0,791.0,539.0,2587.0,36380.0,35689.0,691.0,30689.0,38.0,19840.0,944.0,9867.0,12,True
174,Campaign Two 2018,Closed Won,Household,90046,Q3-2018,2018-08-18,1000.0,90046.0,2021.0,48749.0,28249.0,94.68149315,15.11448175,0.278898029,0.13147368,0.012673015,0.626572251,0.046981602,0.93328243,0.06671757,0.063383878,0.713762405,0.002153498,0.22070022,0.052452358,0.404746764,0.153295452,0.0238569,0.139718495,1.483633715,0.353357641,0.257425042,0.14248292,0.081772806,0.164961592,13596.0,2557.0,19731.0,7473.0,1163.0,466.0,125.0,48.0,120.0,20.0,841.0,2692.0,3871.0,509.0,263.0,111.0,63.0,66.0,1003.0,3291.0,3685.0,42557.0,1752.0,3659.0,535.0,36611.0,26528.0,5104.0,4878.0,3807.0,3465.0,2311.0,1714.0,2310.0,4660.0,28249.0,3714.0,358.0,30927.0,19378.0,1259.0,1453.0,6478.0,48458.0,45225.0,3233.0,45043.0,97.0,32150.0,2855.0,9941.0,9,True
175,Campaign One 2014,Closed Won,Household,90049,Q4-2014,2014-10-06,600.0,90049.0,2021.0,35853.0,16116.0,133.0078804,16.31347693,0.184336039,0.069372053,0.015822785,0.62095461,0.021320985,0.982037765,0.017962235,0.029182557,0.660951749,0,0.309865694,0.095501074,0.434524308,0.194906981,0.031880177,0.066748934,1.740857079,0.179262844,0.174050633,0.168590221,0.122238769,0.355857533,6609.0,3424.0,15579.0,6988.0,1143.0,1050.0,590.0,91.0,61.0,36.0,619.0,1552.0,1228.0,1036.0,484.0,534.0,147.0,253.0,786.0,1904.0,1784.0,26742.0,366.0,1263.0,156.0,24957.0,21597.0,1507.0,1382.0,1477.0,1328.0,1353.0,1364.0,1970.0,5735.0,16116.0,1118.0,255.0,19652.0,12203.0,663.0,419.0,4657.0,35853.0,35209.0,644.0,30155.0,0.0,19931.0,880.0,9344.0,51,True
176,Campaign Two 2018,Closed Won,Household,,Q3-2018,2018-09-24,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
177,Campaign One 2014,Closed Won,Household,91361,Q4-2014,2014-12-03,1500.0,91361.0,2020.0,19953.0,8211.0,124.4126781,15.5116324,0.146995439,0.056996712,0.014979905,0.789932538,0.002283342,0.967019667,0.032980333,0.020951934,0.573390457,0.002288867,0.403368742,0.084398336,0.310830452,0.260562321,0.03989375,0.110459496,1.52697042,0.174643771,0.244306418,0.169528681,0.111192303,0.300328827,2933.0,1684.0,6202.0,5199.0,796.0,546.0,384.0,107.0,17.0,53.0,202.0,629.0,258.0,534.0,330.0,66.0,100.0,122.0,291.0,418.0,461.0,15517.0,299.0,1296.0,119.0,13803.0,9891.0,684.0,750.0,1211.0,795.0,902.0,490.0,913.0,2466.0,8211.0,468.0,123.0,9635.0,7611.0,487.0,22.0,1313.0,19830.0,19176.0,654.0,17039.0,39.0,9770.0,357.0,6873.0,3,True
178,,Closed Won,Corporate,,Q3-2018,2018-09-25,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
179,Campaign Two 2018,Closed Won,Corporate,90067,Q3-2018,2018-08-29,2500.0,90067.0,2019.0,2428.0,1421.0,120.270936,15.91716247,0.251647446,0.066150598,0.006333568,0.652459016,0.012021858,0.980642504,0.019357496,0.02719572,0.411948284,0,0.560855996,0.045304778,0.202635914,0.515650741,0.140032949,0.080091533,1.607322654,0.310344828,0.100633357,0.144264602,0.134412386,0.310344828,611.0,110.0,492.0,1252.0,340.0,56.0,6.0,0.0,0.0,0.0,9.0,64.0,50.0,19.0,0.0,0.0,0.0,0.0,43.0,84.0,51.0,2185.0,25.0,120.0,30.0,2010.0,1502.0,214.0,227.0,106.0,37.0,131.0,74.0,191.0,441.0,1421.0,94.0,9.0,915.0,597.0,0.0,11.0,187.0,2428.0,2381.0,47.0,2243.0,0.0,924.0,61.0,1258.0,3,True
180,,Closed Won,Corporate,,Q3-2019,2019-09-16,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
181,Campaign One 2014,Closed Won,Corporate,91362,Q4-2014,2014-10-16,2200.0,91362.0,2019.0,36604.0,13519.0,123.167579,14.84467251,0.173232434,0.049263999,0.012205045,0.804623374,0.009380758,0.962001752,0.037998248,0.031186077,0.626471279,0,0.342342644,0.100726697,0.380067752,0.198011146,0.02021637,0.191266913,1.356857319,0.198757305,0.223241364,0.176936164,0.141874399,0.259190769,6341.0,3687.0,13912.0,7248.0,740.0,1645.0,660.0,381.0,200.0,226.0,681.0,857.0,682.0,903.0,680.0,305.0,198.0,355.0,667.0,819.0,966.0,26016.0,1785.0,2886.0,305.0,21040.0,14260.0,1227.0,1460.0,1287.0,1731.0,1362.0,1030.0,1918.0,3504.0,13519.0,666.0,165.0,17909.0,14410.0,1146.0,168.0,1857.0,36528.0,35140.0,1388.0,29821.0,0.0,18682.0,930.0,10209.0,3,True
182,Campaign One 2014,Closed Won,Corporate,92707,Q4-2014,2014-10-16,1000.0,92707.0,2020.0,62698.0,14597.0,94.625608,10.99728991,0.537034674,0.095841611,0.072549154,0.756290417,0.042630789,0.848306049,0.151693951,0.032275385,0.659925228,0.000855109,0.306944279,0.113831382,0.537576956,0.098360394,0.011818559,0.60977112,0.546946217,0.256696581,0.341851065,0.23374666,0.109680071,0.058025622,33671.0,7137.0,33705.0,6167.0,741.0,2318.0,1186.0,1015.0,631.0,563.0,1886.0,3473.0,2850.0,2307.0,1149.0,923.0,465.0,821.0,1708.0,2920.0,2353.0,40589.0,15325.0,8302.0,1123.0,15839.0,6361.0,1505.0,2242.0,2495.0,2495.0,1877.0,1535.0,1601.0,847.0,14597.0,1399.0,1059.0,32629.0,24677.0,3431.0,1391.0,1991.0,62369.0,52908.0,9461.0,50286.0,43.0,33185.0,1623.0,15435.0,12,True
183,Campaign Two 2019,Closed Won,Corporate,90067,Q3-2018,2018-09-11,2000.0,90067.0,2021.0,2483.0,1531.0,113.211953,15.62488263,0.285541683,0.070542129,0.007184847,0.609514371,0.016848365,0.977446637,0.022553363,0.033215235,0.453055802,0,0.513728964,0.059202578,0.233588401,0.485702779,0.128070882,0.130516432,1.519248826,0.292619203,0.131286741,0.21097322,0.120836055,0.244284781,709.0,147.0,580.0,1206.0,318.0,35.0,19.0,0.0,0.0,6.0,11.0,33.0,75.0,43.0,0.0,0.0,7.0,7.0,78.0,56.0,63.0,2130.0,18.0,217.0,43.0,1852.0,1384.0,283.0,165.0,93.0,108.0,273.0,50.0,185.0,374.0,1531.0,108.0,11.0,1009.0,615.0,0.0,17.0,261.0,2483.0,2427.0,56.0,2258.0,0.0,1023.0,75.0,1160.0,12,True
184,Campaign Two 2023,Closed Won,Corporate,,Q3-2020,2020-09-24,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,True
185,,Closed Won,Household,,Q2-2020,2020-06-26,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
186,,Closed Won,Household,89135,Q1-2014,2014-02-06,300.0,89135.0,2021.0,29706.0,12782.0,114.7390862,14.84999778,0.288325591,0.058598028,0.026756376,0.72324159,0.00254842,0.955126691,0.044873309,0.019045263,0.57156402,0.000577129,0.408813587,0.118225274,0.332862048,0.260385107,0.034336498,0.199750812,1.303831264,0.216006885,0.260600845,0.182678767,0.114144891,0.226568612,8565.0,3512.0,9888.0,7735.0,1020.0,998.0,327.0,192.0,75.0,266.0,277.0,458.0,751.0,645.0,459.0,204.0,9.0,102.0,167.0,517.0,929.0,22473.0,785.0,3125.0,579.0,17984.0,11317.0,1284.0,1477.0,1625.0,1706.0,1581.0,754.0,1459.0,2896.0,12782.0,749.0,342.0,13734.0,9933.0,1046.0,35.0,2405.0,29639.0,28309.0,1330.0,24258.0,14.0,13865.0,462.0,9917.0,18,True
187,,Closed Won,Household,,Q3-2019,2019-09-20,1250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
188,Campaign One 2015,Closed Won,Household,,Q4-2015,2015-10-20,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True
189,Campaign One 2015,Closed Won,Household,90069,Q4-2015,2015-10-20,1100.0,90069.0,2021.0,20185.0,12844.0,107.6197057,15.61828366,0.19088432,0.096854562,0.010277172,0.602471145,0.024637467,0.966509784,0.033490216,0.058771242,0.73620915,0,0.205019608,0.034877384,0.341094872,0.149665593,0.017636859,0.106536872,1.581846857,0.284802242,0.225786359,0.173544067,0.087667393,0.228199938,3853.0,704.0,6885.0,3021.0,356.0,178.0,29.0,7.0,61.0,32.0,257.0,730.0,1797.0,165.0,64.0,15.0,0.0,15.0,270.0,1023.0,1538.0,18388.0,341.0,1454.0,164.0,16429.0,12658.0,1873.0,1785.0,1669.0,1231.0,1373.0,856.0,1126.0,2931.0,12844.0,1244.0,132.0,13516.0,8143.0,221.0,333.0,3432.0,20185.0,19509.0,676.0,19125.0,0.0,14080.0,1124.0,3921.0,6,True
190,Campaign One 2014,Closed Won,Household,90212,Q4-2014,2014-10-01,300.0,90212.0,2019.0,13314.0,5887.0,108.8962969,15.46496683,0.189424666,0.104467471,0.061491422,0.644597701,0.023141762,0.942091032,0.057908968,0.038879676,0.605030404,0,0.356089921,0.118596966,0.42293826,0.17951029,0.031245306,0.121994196,1.521455224,0.269237303,0.249023272,0.146764056,0.098182436,0.236792934,2522.0,1579.0,5631.0,2390.0,416.0,425.0,187.0,107.0,97.0,28.0,278.0,252.0,451.0,301.0,224.0,82.0,47.0,0.0,311.0,345.0,917.0,9648.0,166.0,924.0,87.0,8471.0,6208.0,1075.0,510.0,677.0,789.0,426.0,438.0,578.0,1394.0,5887.0,615.0,362.0,6525.0,4206.0,565.0,151.0,874.0,13314.0,12543.0,771.0,10854.0,0.0,6567.0,422.0,3865.0,27,True
191,Campaign Two 2017,Closed Won,Household,94563,Q3-2016,2016-09-20,100.0,94563.0,2021.0,19454.0,7226.0,162.8916413,16.69979568,0.26925054,0.031137559,0.008995295,0.513620387,0.160808436,0.991810456,0.008189544,0.020057121,0.597559392,0,0.382383487,0.102035571,0.330934512,0.220571605,0.027140948,0.031596614,1.838076474,0.106698035,0.078466648,0.092582342,0.106006089,0.616246886,5238.0,1985.0,6438.0,4291.0,528.0,740.0,408.0,140.0,86.0,59.0,159.0,184.0,153.0,1039.0,677.0,258.0,41.0,21.0,137.0,231.0,120.0,13704.0,163.0,220.0,50.0,13271.0,11918.0,452.0,319.0,352.0,215.0,422.0,247.0,766.0,4453.0,7226.0,225.0,65.0,9104.0,4676.0,358.0,1464.0,2318.0,19415.0,19256.0,159.0,15406.0,0.0,9206.0,309.0,5891.0,15,True
192,,Closed Won,Household,90049,Q3-2017,2017-09-05,1000.0,90049.0,2021.0,35853.0,16116.0,133.0078804,16.31347693,0.184336039,0.069372053,0.015822785,0.62095461,0.021320985,0.982037765,0.017962235,0.029182557,0.660951749,0,0.309865694,0.095501074,0.434524308,0.194906981,0.031880177,0.066748934,1.740857079,0.179262844,0.174050633,0.168590221,0.122238769,0.355857533,6609.0,3424.0,15579.0,6988.0,1143.0,1050.0,590.0,91.0,61.0,36.0,619.0,1552.0,1228.0,1036.0,484.0,534.0,147.0,253.0,786.0,1904.0,1784.0,26742.0,366.0,1263.0,156.0,24957.0,21597.0,1507.0,1382.0,1477.0,1328.0,1353.0,1364.0,1970.0,5735.0,16116.0,1118.0,255.0,19652.0,12203.0,663.0,419.0,4657.0,35853.0,35209.0,644.0,30155.0,0.0,19931.0,880.0,9344.0,3,True
193,Campaign Two 2017,Closed Won,Household,90033,Q3-2017,2017-09-07,500.0,90033.0,2019.0,49155.0,13303.0,51.49797038,9.982514372,0.430576747,0.30023303,0.202811396,0.61986249,0.141991342,0.842373686,0.157626314,0.033288007,0.549007343,0,0.417704651,0.1433018,0.549649069,0.109042824,0.021361001,0.727210512,0.391767041,0.608659701,0.277907239,0.078478539,0.018642411,0.01631211,21165.0,7044.0,27018.0,5360.0,1050.0,2217.0,1414.0,790.0,492.0,402.0,1104.0,2111.0,1527.0,2258.0,1361.0,605.0,373.0,457.0,1414.0,1847.0,1602.0,29224.0,14436.0,6261.0,555.0,7972.0,3477.0,4402.0,3695.0,2334.0,1363.0,742.0,302.0,248.0,217.0,13303.0,3994.0,2698.0,19635.0,12171.0,2674.0,2788.0,706.0,48431.0,40797.0,7634.0,36770.0,0.0,20187.0,1224.0,15359.0,18,True
194,Campaign Two 2018,Closed Won,Household,34236,Q3-2018,2018-09-04,1000.0,34236.0,2019.0,13217.0,7251.0,89.87001793,14.88806653,0.104789287,0.094193904,0.021514274,0.675335749,0.031123428,0.898782582,0.101217418,0.01949412,0.381907524,0,0.598598357,0.027540289,0.190360899,0.51100855,0.114549444,0.202827443,1.342536383,0.416770101,0.208936698,0.131430148,0.087298304,0.15556475,1385.0,364.0,2516.0,6754.0,1514.0,218.0,165.0,44.0,65.0,22.0,31.0,360.0,253.0,58.0,49.0,31.0,0.0,0.0,145.0,359.0,352.0,12025.0,870.0,1360.0,209.0,9586.0,6558.0,1480.0,1542.0,737.0,778.0,659.0,294.0,633.0,1128.0,7251.0,683.0,156.0,4691.0,3168.0,213.0,146.0,771.0,12814.0,11517.0,1297.0,12414.0,0.0,4741.0,242.0,7431.0,6,True
