Masked Account ID,Maked Primary Campaign,Stage,Account Type,Billing Zip/Postal Code,Fiscal Period,Close Date,Amount,ZCTA,Year,Pop,Households,HH Income,Education Years,Minority %,Poor %,Poor Family %,Car or Van %,Public Transport %,Health Ins %,No Health Ins %,Unemployed %,Employed %,Armed Forces %,Not in Labor Force %,Under 10 %,Under 35 %,Over 65 %,Over 85 %,High school %,College %,0-50k %,50-100k %,100-150k %,150-200k %,200k+ %,Minority,Under 10,Under 35,Over 65,Over 85,Male 10-14,Male 15-17,Male 18-19,Male 20,Male 21,Male 22-24,Male 25-29,Male 30-34,Female 10-14,Female 15-17,Female 18-19,Female 20,Female 21,Female 22-24,Female 25-29,Female 30-34,Ed Pop,Less than High School,High school,GED,Some college to Associates Degree,Bachelor's Degree or Higher,$0-25k,$25-50k,$50-75k,$75-100k,$100-125k,$125-150k,$150-200k,$200k+,Poverty Pop,Poor,Poor Family,Transport Pop,Car or Van,Carpool,Public Transport,Worked from Home,Health Ins Pop,Health Ins,No Health Ins,Labor Population,Armed Forces,Employed,Unemployed,Not in Labor Force,Num Donations,Repeat Donor
455,Campaign One 2016,Closed Won,Household,90732,Q4-2016,2016-10-11,300.0,90732.0,2019.0,22780.0,8810.0,109.3751419,14.17886753,0.337708516,0.059477866,0.036889898,0.834482759,0.017054986,0.950662607,0.049337393,0.041567759,0.578572559,0.006488368,0.373371314,0.108296752,0.37690957,0.21690079,0.037664618,0.272240842,1.134885635,0.25584563,0.232122588,0.212031782,0.129171396,0.170828604,7693.0,2467.0,8586.0,4941.0,858.0,538.0,376.0,282.0,106.0,46.0,295.0,770.0,819.0,642.0,261.0,291.0,125.0,56.0,288.0,613.0,611.0,17007.0,1291.0,3010.0,329.0,12377.0,6924.0,895.0,1359.0,1182.0,863.0,922.0,946.0,1138.0,1505.0,8810.0,524.0,325.0,10730.0,8954.0,660.0,183.0,697.0,22336.0,21234.0,1102.0,18957.0,123.0,10968.0,788.0,7078.0,9,True
456,Campaign One 2015,Closed Won,Household,91102,Q4-2015,2015-10-17,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
457,Campaign One 2015,Closed Won,Household,,Q4-2015,2015-10-20,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
458,Campaign One 2015,Closed Won,Household,90210,Q4-2015,2015-10-13,300.0,90213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
459,Campaign One 2014,Closed Won,Household,90265,Q4-2014,2014-10-15,300.0,90265.0,2021.0,16868.0,6463.0,142.9947393,15.83862014,0.216978895,0.069627108,0.028160297,0.616212625,0.011960133,0.982366394,0.017633606,0.032392315,0.541652216,0,0.425955469,0.069243538,0.338807209,0.270334361,0.024662082,0.09444885,1.596510706,0.152251276,0.132755686,0.141884574,0.152715457,0.420393006,3660.0,1168.0,5715.0,4560.0,416.0,561.0,511.0,245.0,119.0,86.0,115.0,164.0,385.0,450.0,352.0,215.0,116.0,91.0,229.0,439.0,469.0,12610.0,281.0,708.0,202.0,11419.0,8713.0,658.0,326.0,416.0,442.0,665.0,252.0,987.0,2717.0,6463.0,450.0,182.0,7525.0,4637.0,440.0,90.0,1919.0,16616.0,16323.0,293.0,14417.0,0.0,7809.0,467.0,6141.0,12,True
460,Campaign One 2015,Closed Won,Household,91356,Q4-2015,2015-10-15,300.0,91357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True
461,Campaign One 2016,Closed Won,Household,90274,Q4-2016,2016-10-07,300.0,90274.0,2019.0,25061.0,9153.0,143.1913034,15.92725889,0.311320378,0.054626898,0.033540916,0.824375624,0.004295704,0.97474163,0.02525837,0.018229419,0.506836032,0,0.474934549,0.092254898,0.320059056,0.264873708,0.048082678,0.089322605,1.636022616,0.141920682,0.161804873,0.145307549,0.100404239,0.450562657,7802.0,2312.0,8021.0,6638.0,1205.0,860.0,607.0,208.0,88.0,78.0,312.0,308.0,408.0,873.0,768.0,183.0,110.0,82.0,186.0,243.0,395.0,18394.0,187.0,1317.0,139.0,16751.0,13342.0,624.0,675.0,754.0,727.0,652.0,678.0,919.0,4124.0,9153.0,500.0,307.0,10010.0,8252.0,489.0,43.0,998.0,25061.0,24428.0,633.0,20626.0,0.0,10454.0,376.0,9796.0,6,True
462,Campaign One 2015,Closed Won,Household,90815,Q3-2015,2015-09-30,300.0,90840.0,2021.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False
463,Campaign One 2014,Closed Won,Household,,Q3-2014,2014-09-24,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
464,Campaign One 2014,Closed Won,Household,91403,Q3-2014,2014-08-15,300.0,91496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True
465,Campaign One 2015,Closed Won,Corporate,,Q4-2015,2015-10-22,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
466,Campaign One 2014,Closed Won,Household,91325,Q3-2014,2014-08-20,300.0,91328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
467,Campaign Two 2018,Closed Won,Household,90049,Q3-2018,2018-09-12,300.0,90049.0,2019.0,36418.0,16720.0,127.0675837,16.22100776,0.148690208,0.080502392,0.016566986,0.708219812,0.027707809,0.981006047,0.018993953,0.030760207,0.646485711,0.001238229,0.321515853,0.09874238,0.412268658,0.202427371,0.035586798,0.071264619,1.715305862,0.193720096,0.206220096,0.156937799,0.107894737,0.335227273,5415.0,3596.0,15014.0,7372.0,1296.0,950.0,663.0,92.0,94.0,72.0,446.0,1423.0,1268.0,903.0,497.0,551.0,120.0,284.0,703.0,1772.0,1580.0,27447.0,603.0,1239.0,114.0,25491.0,21589.0,1918.0,1321.0,1626.0,1822.0,1450.0,1174.0,1804.0,5605.0,16720.0,1346.0,277.0,19453.0,13777.0,791.0,539.0,2587.0,36380.0,35689.0,691.0,30689.0,38.0,19840.0,944.0,9867.0,3,True
468,Campaign One 2015,Closed Won,Household,90046,Q4-2015,2015-10-27,300.0,90046.0,2019.0,50900.0,29025.0,90.21472868,15.16466957,0.208958743,0.143703704,0.010645995,0.676821232,0.046609154,0.923803502,0.076196498,0.051642598,0.726015539,0.002829153,0.21951271,0.045874263,0.42719057,0.140373281,0.024774067,0.145583696,1.46906772,0.370749354,0.252472007,0.158139535,0.075142119,0.143496985,10636.0,2335.0,21744.0,7145.0,1261.0,502.0,248.0,58.0,143.0,36.0,1102.0,3620.0,4238.0,483.0,357.0,88.0,100.0,121.0,1263.0,4151.0,2899.0,44064.0,1417.0,4535.0,463.0,37649.0,27084.0,5983.0,4778.0,4121.0,3207.0,2720.0,1870.0,2181.0,4165.0,29025.0,4171.0,309.0,33384.0,22595.0,1417.0,1556.0,4977.0,50606.0,46750.0,3856.0,47364.0,134.0,34387.0,2446.0,10397.0,3,True
469,Campaign One 2015,Closed Won,Household,77007,Q4-2015,2015-10-20,300.0,77299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,True
470,Campaign One 2015,Closed Won,Household,92612,Q3-2015,2015-09-18,300.0,92616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
471,Campaign One 2014,Closed Won,Household,91307,Q3-2014,2014-09-17,300.0,91308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True
472,Campaign One 2014,Closed Won,Household,90028,Q4-2014,2014-10-27,25.0,90093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,True
473,Campaign One 2016,Closed Won,Household,90010,Q3-2016,2016-09-09,300.0,90010.0,2019.0,3822.0,2029.0,74.27673731,14.16875201,0.787807431,0.113356333,0.053228191,0.559370529,0.155460181,0.878597593,0.121402407,0.052300657,0.6056016,0,0.342097742,0.075876504,0.46729461,0.183150183,0.020408163,0.246711582,1.254090472,0.445046821,0.28979793,0.140463282,0.044356826,0.08033514,3011.0,290.0,1786.0,700.0,78.0,18.0,6.0,11.0,41.0,7.0,86.0,343.0,246.0,9.0,70.0,38.0,23.0,0.0,106.0,304.0,188.0,3117.0,253.0,503.0,13.0,2348.0,1561.0,495.0,408.0,388.0,200.0,204.0,81.0,90.0,163.0,2029.0,230.0,108.0,2097.0,1173.0,296.0,326.0,48.0,3822.0,3358.0,464.0,3499.0,0.0,2119.0,183.0,1197.0,3,True
474,Campaign One 2014,Closed Won,Household,90402,Q4-2014,2014-10-31,300.0,90402.0,2019.0,11882.0,4999.0,133.0161032,16.3204388,0.14888066,0.090018004,0.017603521,0.707900593,0.012425816,0.982747012,0.017252988,0.038337282,0.595950894,0,0.365711824,0.119171857,0.351876788,0.25180946,0.031728665,0.077598152,1.695265589,0.220444089,0.138627726,0.129425885,0.087217443,0.424284857,1769.0,1416.0,4181.0,2992.0,377.0,549.0,143.0,50.0,9.0,92.0,120.0,247.0,175.0,320.0,353.0,77.0,46.0,0.0,47.0,313.0,224.0,8660.0,97.0,508.0,67.0,7988.0,6693.0,677.0,425.0,369.0,324.0,326.0,321.0,436.0,2121.0,4999.0,450.0,88.0,5392.0,3817.0,161.0,67.0,998.0,11882.0,11677.0,205.0,9286.0,0.0,5534.0,356.0,3396.0,9,True
475,Campaign One 2014,Closed Won,Household,,Q3-2014,2014-09-17,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
476,Campaign One 2015,Closed Won,Household,98607,Q4-2015,2015-10-16,300.0,98607.0,2021.0,34674.0,11902.0,120.7528147,14.80633728,0.222154929,0.05469669,0.027474374,0.710854825,0.015588366,0.960488256,0.039511744,0.021596419,0.60615442,0.001715778,0.370533383,0.118388418,0.41849801,0.142123782,0.01098806,0.212794124,1.297903233,0.182490338,0.249117795,0.191480423,0.153839691,0.223071753,7703.0,4105.0,14511.0,4928.0,381.0,1525.0,1085.0,377.0,129.0,89.0,267.0,830.0,747.0,1545.0,1003.0,451.0,194.0,202.0,285.0,853.0,824.0,23417.0,995.0,3429.0,559.0,18434.0,11959.0,1042.0,1130.0,1750.0,1215.0,1265.0,1014.0,1831.0,2655.0,11902.0,651.0,327.0,15781.0,11218.0,1021.0,246.0,2834.0,34572.0,33206.0,1366.0,26810.0,46.0,16251.0,579.0,9934.0,6,True
477,Campaign One 2015,Closed Won,Household,90803,Q4-2015,2015-10-15,300.0,90853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,True
478,Campaign One 2015,Closed Won,Household,93108,Q4-2015,2015-10-23,300.0,93150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
479,Campaign One 2014,Closed Won,Household,90036,Q4-2014,2014-10-27,100.0,90036.0,2021.0,37596.0,18990.0,102.194971,15.49701997,0.372273646,0.108899421,0.02016851,0.6497342,0.029760553,0.942325656,0.057674344,0.06615547,0.702564262,0.000310443,0.230969825,0.095994255,0.496542185,0.095010107,0.010559634,0.116621937,1.577149629,0.280726698,0.274091627,0.175092154,0.094154818,0.175934702,13996.0,3609.0,18668.0,3572.0,397.0,813.0,428.0,294.0,117.0,109.0,882.0,2129.0,2458.0,652.0,248.0,142.0,160.0,487.0,964.0,2727.0,2449.0,28691.0,825.0,2352.0,169.0,25345.0,19905.0,2840.0,2491.0,2737.0,2468.0,1814.0,1511.0,1788.0,3341.0,18990.0,2068.0,383.0,22009.0,14300.0,1172.0,655.0,4464.0,37469.0,35308.0,2161.0,32212.0,10.0,22631.0,2131.0,7440.0,6,True
480,Campaign One 2014,Closed Won,Household,93065,Q4-2014,2014-10-10,300.0,93094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True
481,Campaign One 2014,Closed Won,Household,90403,Q4-2014,2014-10-13,300.0,90403.0,2021.0,24525.0,13164.0,117.2128532,15.76037411,0.254311927,0.110148891,0.01694014,0.560666194,0.026364281,0.965948575,0.034051425,0.04332667,0.664078843,0,0.292594487,0.086279307,0.359755352,0.202364934,0.030010194,0.096332759,1.621068176,0.264205409,0.180188393,0.153144941,0.145928289,0.256532969,6237.0,2116.0,8823.0,4963.0,736.0,431.0,310.0,93.0,91.0,42.0,343.0,716.0,1452.0,216.0,167.0,66.0,46.0,25.0,264.0,1013.0,1432.0,20315.0,733.0,1133.0,91.0,18358.0,14574.0,2025.0,1453.0,1446.0,926.0,1096.0,920.0,1921.0,3377.0,13164.0,1450.0,223.0,14110.0,7911.0,618.0,372.0,3626.0,24463.0,23630.0,833.0,21511.0,0.0,14285.0,932.0,6294.0,6,True
482,Campaign One 2014,Closed Won,Household,90275,Q4-2014,2014-11-05,100.0,90734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,True
483,Campaign One 2015,Closed Won,Household,90266,Q4-2015,2015-10-19,300.0,90267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True
484,Campaign One 2016,Closed Won,Household,90405,Q4-2016,2016-10-13,100.0,90409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,True
485,Campaign One 2016,Closed Won,Household,90403,Q4-2016,2016-10-18,300.0,90403.0,2021.0,24525.0,13164.0,117.2128532,15.76037411,0.254311927,0.110148891,0.01694014,0.560666194,0.026364281,0.965948575,0.034051425,0.04332667,0.664078843,0,0.292594487,0.086279307,0.359755352,0.202364934,0.030010194,0.096332759,1.621068176,0.264205409,0.180188393,0.153144941,0.145928289,0.256532969,6237.0,2116.0,8823.0,4963.0,736.0,431.0,310.0,93.0,91.0,42.0,343.0,716.0,1452.0,216.0,167.0,66.0,46.0,25.0,264.0,1013.0,1432.0,20315.0,733.0,1133.0,91.0,18358.0,14574.0,2025.0,1453.0,1446.0,926.0,1096.0,920.0,1921.0,3377.0,13164.0,1450.0,223.0,14110.0,7911.0,618.0,372.0,3626.0,24463.0,23630.0,833.0,21511.0,0.0,14285.0,932.0,6294.0,12,True
486,Campaign One 2016,Closed Won,Household,90064,Q4-2016,2016-10-13,300.0,90064.0,2019.0,25925.0,11083.0,113.2766399,15.44886423,0.305303761,0.101416584,0.024542091,0.756431747,0.033962539,0.967585967,0.032414033,0.022067418,0.651690121,0,0.326242461,0.117261331,0.427463838,0.16852459,0.019942141,0.144352559,1.533654349,0.273572138,0.215194442,0.138049265,0.108183705,0.265000451,7915.0,3040.0,11082.0,4369.0,517.0,605.0,490.0,196.0,163.0,167.0,360.0,1087.0,1116.0,604.0,304.0,49.0,130.0,93.0,618.0,985.0,1075.0,19106.0,1110.0,1508.0,140.0,16348.0,12954.0,1634.0,1398.0,1285.0,1100.0,861.0,669.0,1199.0,2937.0,11083.0,1124.0,272.0,13721.0,10379.0,554.0,466.0,1541.0,25853.0,25015.0,838.0,21389.0,0.0,13939.0,472.0,6978.0,6,True
487,Campaign One 2014,Closed Won,Household,90405,Q3-2014,2014-09-17,300.0,90409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,True
488,Campaign One 2015,Closed Won,Household,90803,Q4-2015,2015-10-19,300.0,90853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True
489,Campaign One 2014,Closed Won,Household,,Q4-2014,2014-10-06,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
490,Campaign One 2014,Closed Won,Household,90049,Q1-2014,2014-01-14,100.0,90049.0,2020.0,36610.0,16375.0,128.3125191,16.26417097,0.175771647,0.077984733,0.01551145,0.702039762,0.019313194,0.983520087,0.016479913,0.025264395,0.6435566,0.000652827,0.330526178,0.105517618,0.432231631,0.200081945,0.036957116,0.067588832,1.724448348,0.193282443,0.191877863,0.169160305,0.109068702,0.336610687,6435.0,3863.0,15824.0,7325.0,1353.0,962.0,559.0,70.0,74.0,63.0,518.0,1668.0,1075.0,954.0,512.0,585.0,139.0,233.0,751.0,2045.0,1753.0,27327.0,398.0,1307.0,142.0,25480.0,21644.0,1700.0,1465.0,1528.0,1614.0,1416.0,1354.0,1786.0,5512.0,16375.0,1277.0,254.0,19365.0,13595.0,636.0,374.0,3106.0,36590.0,35987.0,603.0,30636.0,20.0,19716.0,774.0,10126.0,15,True
491,,Closed Won,Household,90803,Q4-2015,2015-12-18,300.0,90853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
492,Campaign Two 2017,Closed Won,Household,90067,Q4-2017,2017-12-20,300.0,90067.0,2019.0,2428.0,1421.0,120.270936,15.91716247,0.251647446,0.066150598,0.006333568,0.652459016,0.012021858,0.980642504,0.019357496,0.02719572,0.411948284,0,0.560855996,0.045304778,0.202635914,0.515650741,0.140032949,0.080091533,1.607322654,0.310344828,0.100633357,0.144264602,0.134412386,0.310344828,611.0,110.0,492.0,1252.0,340.0,56.0,6.0,0.0,0.0,0.0,9.0,64.0,50.0,19.0,0.0,0.0,0.0,0.0,43.0,84.0,51.0,2185.0,25.0,120.0,30.0,2010.0,1502.0,214.0,227.0,106.0,37.0,131.0,74.0,191.0,441.0,1421.0,94.0,9.0,915.0,597.0,0.0,11.0,187.0,2428.0,2381.0,47.0,2243.0,0.0,924.0,61.0,1258.0,3,True
493,Campaign One 2014,Closed Won,Household,90211,Q3-2014,2014-09-30,300.0,90211.0,2019.0,8019.0,3661.0,106.9093144,15.29895219,0.228831525,0.089593007,0.025949194,0.724010188,0.039824033,0.958921214,0.041078786,0.042382756,0.635595689,0,0.322021555,0.064845991,0.431225839,0.168474872,0.02768425,0.160281598,1.469220694,0.257306747,0.276427206,0.137667304,0.131931166,0.196667577,1835.0,520.0,3458.0,1351.0,222.0,426.0,168.0,19.0,28.0,8.0,124.0,343.0,353.0,157.0,218.0,42.0,55.0,42.0,104.0,524.0,327.0,6108.0,247.0,696.0,36.0,5129.0,3845.0,528.0,414.0,669.0,343.0,342.0,162.0,483.0,720.0,3661.0,328.0,95.0,4319.0,3127.0,306.0,172.0,492.0,8009.0,7680.0,329.0,6866.0,0.0,4364.0,291.0,2211.0,6,True
494,Campaign Two 2022,Closed Won,Household,90272,Q4-2015,2015-10-26,256.6,90272.0,2019.0,21629.0,8724.0,143.602132,16.25364039,0.122844329,0.059491059,0.015818432,0.759445294,0.007534396,0.990938092,0.009061908,0.021874818,0.555387038,0,0.422738144,0.118683249,0.337694762,0.238060012,0.040686116,0.057283982,1.725447431,0.154287024,0.140761119,0.137551582,0.085740486,0.481659789,2657.0,2567.0,7304.0,5149.0,880.0,633.0,464.0,158.0,45.0,65.0,229.0,330.0,406.0,1016.0,462.0,107.0,74.0,48.0,172.0,339.0,189.0,15589.0,267.0,577.0,49.0,14696.0,12202.0,764.0,582.0,520.0,708.0,715.0,485.0,748.0,4202.0,8724.0,519.0,138.0,9158.0,6955.0,317.0,69.0,1511.0,21629.0,21433.0,196.0,17143.0,0.0,9521.0,375.0,7247.0,24,True
495,Campaign One 2014,Closed Won,Household,90046,Q4-2014,2014-10-27,250.0,90046.0,2020.0,49828.0,28544.0,92.05113159,15.14315944,0.250802761,0.132111827,0.009494114,0.665886538,0.047463022,0.932203048,0.067796952,0.054324642,0.727070909,0.002589997,0.216014452,0.053142811,0.419021434,0.152183511,0.024684916,0.13807618,1.481231024,0.357518217,0.265660034,0.142411715,0.079981783,0.154428251,12497.0,2648.0,20879.0,7583.0,1230.0,591.0,144.0,55.0,78.0,34.0,788.0,3592.0,3886.0,475.0,275.0,102.0,73.0,76.0,1013.0,3720.0,3329.0,43476.0,1612.0,3663.0,728.0,37473.0,26925.0,5412.0,4793.0,4449.0,3134.0,2568.0,1497.0,2283.0,4408.0,28544.0,3771.0,271.0,32046.0,21339.0,1267.0,1521.0,5252.0,49545.0,46186.0,3359.0,45946.0,119.0,33406.0,2496.0,9925.0,6,True
496,Campaign One 2015,Closed Won,Household,91436,Q4-2015,2015-10-22,250.0,91436.0,2019.0,15292.0,5600.0,144.0183036,15.73534158,0.123397855,0.051607143,0.015892857,0.779888268,0.014804469,0.969830419,0.030169581,0.021807608,0.611905339,0,0.366287053,0.105937745,0.361757782,0.221749935,0.036751242,0.13349471,1.538909808,0.124464286,0.176785714,0.148571429,0.095178571,0.455,1887.0,1620.0,5532.0,3391.0,562.0,516.0,369.0,52.0,56.0,102.0,200.0,286.0,403.0,578.0,237.0,71.0,80.0,24.0,233.0,319.0,386.0,11154.0,431.0,965.0,93.0,9665.0,7500.0,416.0,281.0,450.0,540.0,437.0,395.0,533.0,2548.0,5600.0,289.0,89.0,7160.0,5584.0,296.0,106.0,1043.0,15214.0,14755.0,459.0,12381.0,0.0,7576.0,270.0,4535.0,3,True
497,Campaign Two 2018,Closed Won,Household,,Q3-2018,2018-09-12,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
498,Campaign Two 2018,Closed Won,Household,,Q3-2018,2018-09-11,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
499,Campaign Two 2019,Closed Won,Household,,Q3-2019,2019-07-24,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
500,Campaign Two 2020,Closed Won,Household,,Q4-2020,2020-10-23,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
501,Campaign One 2014,Closed Won,Household,91356,Q4-2014,2014-10-27,250.0,91357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
502,Campaign One 2016,Closed Won,Household,96436,Q4-2016,2016-10-18,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True
503,Campaign Two 2019,Closed Won,Household,06897,Q4-2019,2019-11-25,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
504,Campaign One 2014,Closed Won,Corporate,91307,Q3-2014,2014-09-30,300.0,91308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
505,,Closed Won,Corporate,90714,Q2-2019,2019-04-15,297.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True
506,Campaign Two 2017,Closed Won,Household,91436,Q4-2017,2017-10-03,250.0,91436.0,2021.0,16970.0,6011.0,140.1875728,15.86641446,0.155038303,0.09266345,0.031608717,0.716181097,0.008753932,0.965794769,0.034205231,0.036936937,0.568618619,0,0.394444444,0.130347672,0.396169711,0.188037714,0.028344137,0.137704918,1.558469945,0.125769423,0.161537182,0.197804026,0.090500749,0.424388621,2631.0,2212.0,6723.0,3191.0,481.0,505.0,291.0,229.0,47.0,102.0,274.0,318.0,565.0,654.0,420.0,90.0,36.0,28.0,187.0,298.0,467.0,11895.0,471.0,1069.0,98.0,10257.0,8281.0,466.0,290.0,467.0,504.0,943.0,246.0,544.0,2551.0,6011.0,557.0,190.0,7311.0,5236.0,190.0,64.0,1509.0,16898.0,16320.0,578.0,13320.0,0.0,7574.0,492.0,5254.0,3,True
507,Campaign Two 2020,Closed Won,Household,91316,Q4-2020,2020-10-06,250.0,91416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
508,Campaign Two 2018,Closed Won,Household,,Q3-2018,2018-09-25,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
509,Campaign Two 2017,Closed Won,Household,90266,Q4-2017,2017-10-11,250.0,90267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False
